3.251298495,4.027951765,,,
3.596658803,4.373312072,,,
2.427806993,3.204460262,,,
3.798835093,4.575488363,,,
3.943766366,4.720419636,,,
4.442972097,5.219625366,,,
3.398457469,4.175110738,,,
2.904772705,3.681425974,,,
3.996245091,4.77289836,,,
4.791204269,5.567857539,,,
4.352768668,5.129421937,,,
3.59346318,4.37011645,,,
3.169020967,3.945674236,,,
4.142546331,4.919199601,,,
2.657292592,3.433945861,,,
3.251696544,4.028349813,,,
3.81791907,4.594572339,,,
1.878674156,2.655327425,,,
4.856192767,5.632846037,,,
3.376165297,4.152818567,,,
3.238945983,4.015599253,,,
3.230326417,4.006979686,3.678326417,0.448,4.454979686
3.039685437,3.816338706,,,
4.53465756,5.311310829,,,
3.811355705,4.588008975,,,
3.571152625,4.347805894,,,
4.45138432,5.228037589,,,
4.279020538,5.055673807,,,
3.523261145,4.299914415,,,
3.075592818,3.852246087,,,
3.861278616,4.637931886,,,
3.73387882,4.510532089,,,
2.772790985,3.549444255,,,
4.106308377,4.882961646,,,
3.507017563,4.283670833,,,
3.881958568,4.658611837,,,
3.487131003,4.263784272,,,
2.576831414,3.353484684,,,
3.028135907,3.804789176,,,
3.177450239,3.954103509,,,
3.283273423,4.059926693,,,
2.317792637,3.094445907,,,
3.472842406,4.249495676,,,
2.788452341,3.565105611,,,
3.589049764,4.365703034,,,
4.877722664,5.654375933,,,
4.353432723,5.130085993,,,
3.196478094,3.973131364,,,
3.381158591,4.15781186,,,
3.559004276,4.335657546,,,
3.477086725,4.253739994,,,
3.823962444,4.600615713,,,
3.276666666,4.053319936,,,
3.028210091,3.804863361,,,
2.71917976,3.49583303,,,
4.295129279,5.071782548,,,
4.752636214,5.529289483,,,
3.99845636,4.77510963,,,
